ACC,[id],[Time],[X],[Y],[Z]
46,1668902822158,0
47,1668902822159,0
48,1668902822161,0
49,1668902822164,0
50,1668902822167,0
51,1668902822169,0
52,1668902822171,0
53,1668902822173,0
54,1668902822175,0
55,1668902822178,0
56,1668902822190,0
57,1668902822193,0
58,1668902822207,0
59,1668902822210,0
60,1668902822221,0
61,1668902822227,0
62,1668902822229,0
63,1668902822237,0
64,1668902823664,0
65,1668902838712,0
66,1668902838714,0
67,1668902839359,0
68,1668902840037,0
69,1668902840679,0
70,1668902841439,0
71,1668902842163,0
72,1668902843776,0
73,1668902845338,0
74,1668902849823,0
75,1668902879524,0
76,1668902880203,0
77,1668902880895,0
78,1668902881546,0
79,1668902910432,0
80,1668902935345,0
81,1668902935346,0
82,1668902935350,0
83,1668902935353,0
84,1668902935353,0
85,1668902935384,0
86,1668902935387,0
87,1668902935390,0
88,1668902935397,0
89,1668902935400,0
90,1668902935402,0
91,1668902935406,0
92,1668902935410,0
93,1668902935412,0
94,1668902970798,0
95,1668903001261,0
96,1668903064540,0
97,1668903065733,0
98,1668903066348,0
99,1668903068146,0
100,1668903068147,0
101,1668903068149,0
102,1668903068151,0
103,1668903068154,0
104,1668903068157,0
105,1668904187619,0
106,1668904187623,0
107,1668904187627,0
108,1668904187631,0
109,1668904187634,0
110,1668904187636,0
111,1668904187639,0
112,1668904187641,0
113,1668904187646,0
114,1668904187650,0
115,1668904187654,0
116,1668904187657,0
117,1668904187661,0
118,1668904187664,0
119,1668904187673,0
120,1668904187676,0
121,1668904187682,0
122,1668904187685,0
123,1668904187691,0
124,1668904187697,0
125,1668904187722,0
126,1668904187734,0
127,1668904187735,0
128,1668904187709,0
129,1668904187737,0
130,1668904187746,0
131,1668904187747,0
132,1668904187819,0
133,1668904187837,0
134,1668904187826,0
135,1668904189019,0
136,1668904191167,0
137,1668904192608,0
138,1668904194451,0
139,1668904196216,0
140,1668904197429,0
141,1668904198322,0
142,1668904199242,0
GPS,[id],[Time],[Latitude],[Longitude]
0,1668902842668,37.7763685,127.0690448
GAME RV,[id],[Time],[X],[Y],[Z]
0,1668902750090,0.6929200291633606,0.7037249803543091,-0.05288499966263771
1,1668902750119,0.6850320100784302,0.7073690295219421,-0.07657600194215775
2,1668902750120,0.6843780279159546,0.7060419917106628,-0.08121000230312347
3,1668902750128,0.6841959953308105,0.703199028968811,-0.08860299736261368
4,1668902750156,0.6911270022392273,0.6835780143737793,-0.12485300004482269
5,1668902750169,0.6907539963722229,0.6780030131340027,-0.14458100497722626
6,1668902750180,0.6900789737701416,0.6758130192756653,-0.1615770012140274
7,1668902750143,0.6872209906578064,0.6942260265350342,-0.1084899976849556
8,1668902750196,0.6900789737701416,0.6758130192756653,-0.1615770012140274
9,1668902750216,0.6891080141067505,0.6723560094833374,-0.1753229945898056
10,1668902750235,0.6891080141067505,0.6723560094833374,-0.1753229945898056
11,1668902750249,0.6891989707946777,0.6684939861297607,-0.18511399626731873
12,1668902750275,0.6873670220375061,0.6635749936103821,-0.20277999341487885
13,1668902750279,0.6870009899139404,0.6617640256881714,-0.20990100502967834
14,1668902750289,0.6867550015449524,0.659870982170105,-0.2172510027885437
15,1668902750306,0.6774560213088989,0.6633430123329163,-0.24409200251102448
16,1668902750317,0.6774830222129822,0.6645209789276123,-0.2424910068511963
17,1668902750331,0.6810359954833984,0.6649969816207886,-0.22859600186347961
18,1668902750345,0.6836069822311401,0.6647319793701172,-0.2135089933872223
19,1668902750360,0.6832360029220581,0.6647070050239563,-0.19988299906253815
20,1668902750372,0.6811370253562927,0.6618800163269043,-0.20371699333190918
21,1668902750392,0.6797670125961304,0.6509310007095337,-0.226842001080513
22,1668902750408,0.6891940236091614,0.6283689737319946,-0.243135005235672
23,1668902750438,0.7039459943771362,0.6062099933624268,-0.23845699429512024
24,1668902750428,0.6994619965553284,0.6114850044250488,-0.2441280037164688
25,1668902750469,0.7080360054969788,0.6029220223426819,-0.23340900242328644
26,1668902750492,0.7080360054969788,0.6029220223426819,-0.23340900242328644
27,1668902750499,0.7080360054969788,0.6029220223426819,-0.23340900242328644
28,1668902750489,0.7080360054969788,0.6029220223426819,-0.23340900242328644
29,1668902750527,0.7189159989356995,0.6064630150794983,-0.21570199728012085
30,1668902750531,0.7189159989356995,0.6064630150794983,-0.21570199728012085
31,1668902750559,0.36375901103019714,0.09281100332736969,-0.9123039841651917
32,1668902750571,0.2807900011539459,0.028031999245285988,-0.9509909749031067
33,1668902750547,0.520596981048584,0.35877901315689087,-0.7321630120277405
34,1668902750586,0.3322010040283203,0.11534599959850311,-0.9249280095100403
35,1668902750602,0.5728669762611389,0.5580620169639587,-0.5147290229797363
36,1668902750618,0.668192982673645,0.6429539918899536,-0.21053500473499298
37,1668902750637,0.6927700042724609,0.6356800198554993,-0.1739719957113266
38,1668902750647,0.710191011428833,0.6265469789505005,-0.1550920009613037
39,1668902750653,0.710191011428833,0.6265469789505005,-0.1550920009613037
40,1668902750695,0.7506380081176758,0.5945690274238586,-0.14718499779701233
41,1668902750690,0.7506380081176758,0.5945690274238586,-0.14718499779701233
42,1668902750710,0.7519770264625549,0.5926820039749146,-0.15001200139522552
43,1668902750680,0.7506380081176758,0.5945690274238586,-0.14718499779701233
44,1668902750724,0.7551289796829224,0.5850279927253723,-0.16837699711322784
45,1668902750735,0.755948007106781,0.5824329853057861,-0.17608700692653656
46,1668902750753,0.755948007106781,0.5824329853057861,-0.17608700692653656
47,1668902750768,0.7588930130004883,0.5753999948501587,-0.19243299961090088
48,1668902750777,0.7600200176239014,0.5734469890594482,-0.19562800228595734
49,1668902750789,0.7600200176239014,0.5734469890594482,-0.19562800228595734
50,1668902750803,0.7600200176239014,0.5734469890594482,-0.19562800228595734
51,1668902750821,0.7633020281791687,0.5649570226669312,-0.21406899392604828
52,1668902750833,0.7653679847717285,0.559457004070282,-0.22297899425029755
53,1668902750851,0.7678189873695374,0.5537779927253723,-0.23182199895381927
54,1668902750887,0.772553026676178,0.5457509756088257,-0.23911499977111816
55,1668902750920,0.7768890261650085,0.5377789735794067,-0.2444700002670288
56,1668902750933,0.7768890261650085,0.5377789735794067,-0.2444700002670288
57,1668902750942,0.7768890261650085,0.5377789735794067,-0.2444700002670288
58,1668902750908,0.7753530144691467,0.5403900146484375,-0.24309299886226654
59,1668902750956,0.7768890261650085,0.5377789735794067,-0.2444700002670288
60,1668902750967,0.7803789973258972,0.5331779718399048,-0.24460500478744507
61,1668902750980,0.7874529957771301,0.5264739990234375,-0.23998400568962097
62,1668902750991,0.7895020246505737,0.5254089832305908,-0.23709100484848022
63,1668902751018,0.7895020246505737,0.5254089832305908,-0.23709100484848022
64,1668902751037,0.7961459755897522,0.5213789939880371,-0.22851000726222992
65,1668902777610,0.7997310161590576,0.5142970085144043,-0.23262299597263336
66,1668902777751,0.5011940002441406,0.5614429712295532,0.05119499936699867
67,1668902777775,0.5070400238037109,0.559345006942749,0.05378999933600426
68,1668902777792,0.5089380145072937,0.5555089712142944,0.06254299730062485
69,1668902777811,0.5103219747543335,0.5507329702377319,0.08014500141143799
70,1668902777825,0.5103219747543335,0.5507329702377319,0.08014500141143799
71,1668902777845,0.507544994354248,0.5540540218353271,0.09187900274991989
72,1668902777882,0.501865029335022,0.556473970413208,0.10437300056219101
73,1668902777893,0.5001270174980164,0.5567830204963684,0.10818900167942047
74,1668902777905,0.4988740086555481,0.5568320155143738,0.11080700159072876
75,1668902777934,0.4945949912071228,0.5556300282478333,0.11656700074672699
76,1668902777959,0.49189600348472595,0.5521469712257385,0.11892600357532501
77,1668902777974,0.4900749921798706,0.5474690198898315,0.12134499847888947
78,1668902778022,0.48795899748802185,0.5413309931755066,0.12876799702644348
79,1668902778042,0.4868670105934143,0.5415760278701782,0.1405940055847168
80,1668902778066,0.4876059889793396,0.5423979759216309,0.14318600296974182
81,1668902778080,0.4876059889793396,0.5423979759216309,0.14318600296974182
82,1668902778109,0.4962399899959564,0.5475040078163147,0.15029099583625793
83,1668902778121,0.4983749985694885,0.5489950180053711,0.14952799677848816
84,1668902778132,0.4983749985694885,0.5489950180053711,0.14952799677848816
85,1668902778160,0.5072829723358154,0.5571349859237671,0.14640499651432037
86,1668902778186,0.5119760036468506,0.5693119764328003,0.14144699275493622
87,1668902778226,0.5137270092964172,0.5804319977760315,0.13683700561523438
88,1668902778238,0.5137270092964172,0.5804319977760315,0.13683700561523438
89,1668902778254,0.5137270092964172,0.5804319977760315,0.13683700561523438
90,1668902778269,0.5137270092964172,0.5804319977760315,0.13683700561523438
91,1668902778352,0.5035619735717773,0.6124190092086792,0.1284099966287613
92,1668902778369,0.5005360245704651,0.61353600025177,0.12646499276161194
93,1668902778385,0.5005360245704651,0.61353600025177,0.12646499276161194
94,1668902778404,0.5005360245704651,0.61353600025177,0.12646499276161194
95,1668902778411,0.5005360245704651,0.61353600025177,0.12646499276161194
96,1668902778436,0.5005360245704651,0.61353600025177,0.12646499276161194
97,1668902778454,0.5005360245704651,0.61353600025177,0.12646499276161194
98,1668902778472,0.5005360245704651,0.61353600025177,0.12646499276161194
99,1668902778481,0.5005360245704651,0.61353600025177,0.12646499276161194
100,1668902778502,0.4964039921760559,0.6162649989128113,0.1267389953136444
101,1668902778564,0.4737969934940338,0.6210240125656128,0.14973700046539307
102,1668902778588,0.47237899899482727,0.6235129833221436,0.1520729959011078
103,1668902778602,0.46915701031684875,0.6284270286560059,0.15710900723934174
104,1668902778624,0.46915701031684875,0.6284270286560059,0.15710900723934174
105,1668902778637,0.46751099824905396,0.6310049891471863,0.15992599725723267
106,1668902778658,0.462458997964859,0.6386749744415283,0.16927899420261383
107,1668902778680,0.4603610038757324,0.6413620114326477,0.17844100296497345
108,1668902778696,0.45365598797798157,0.6367530226707458,0.180868998169899
109,1668902778712,0.444909006357193,0.6364949941635132,0.19178499281406403
110,1668902778733,0.4402579963207245,0.6356909871101379,0.19786399602890015
111,1668902778746,0.43876200914382935,0.6349049806594849,0.200654998421669
112,1668902778779,0.4327389895915985,0.6331419944763184,0.20917999744415283
113,1668902778785,0.4327389895915985,0.6331419944763184,0.20917999744415283
114,1668902778795,0.4311470091342926,0.6325410008430481,0.2116290032863617
115,1668902778815,0.4311470091342926,0.6325410008430481,0.2116290032863617
116,1668902778821,0.42947399616241455,0.6318089962005615,0.21381700038909912
117,1668902778916,0.4115389883518219,0.6176509857177734,0.20430099964141846
118,1668902778961,0.40936100482940674,0.6075969934463501,0.20863200724124908
119,1668902778974,0.40720900893211365,0.6001750230789185,0.20895899832248688
120,1668902778982,0.40605199337005615,0.5938040018081665,0.2099989950656891
121,1668902778991,0.40605199337005615,0.5938040018081665,0.2099989950656891
122,1668902778992,0.40605199337005615,0.5938040018081665,0.2099989950656891
123,1668902779072,0.4096420109272003,0.5781649947166443,0.22481699287891388
124,1668902779104,0.4138680100440979,0.5779889822006226,0.22388200461864471
125,1668902779015,0.4059709906578064,0.5861589908599854,0.21613100171089172
126,1668902779107,0.4138680100440979,0.5779889822006226,0.22388200461864471
127,1668902779062,0.4074789881706238,0.5797439813613892,0.22309699654579163
128,1668902779137,0.4193049967288971,0.5764679908752441,0.22384600341320038
129,1668902779186,0.4183659851551056,0.5663549900054932,0.22466400265693665
130,1668902779224,0.4027000069618225,0.5645689964294434,0.2229830026626587
131,1668902779163,0.42118000984191895,0.5707449913024902,0.22506800293922424
132,1668902779213,0.4070909917354584,0.5641120076179504,0.2230370044708252
133,1668902779256,0.39586499333381653,0.5619829893112183,0.22682200372219086
134,1668902807979,0.42851999402046204,0.39249101281166077,-0.22906099259853363
135,1668902808063,0.573311984539032,0.4112989902496338,0.04110800102353096
136,1668902808153,0.6424999833106995,0.36506399512290955,0.21194900572299957
137,1668902808157,0.6462730169296265,0.3601140081882477,0.22012999653816223
138,1668902808185,0.6533650159835815,0.3518500030040741,0.23917099833488464
139,1668902808175,0.6515290141105652,0.35406601428985596,0.23327399790287018
140,1668902808217,0.6581360101699829,0.3442240059375763,0.2542389929294586
141,1668902808225,0.6629300117492676,0.33182498812675476,0.2717359960079193
142,1668902808294,0.663329005241394,0.31515300273895264,0.3104180097579956
143,1668902808333,0.663329005241394,0.31515300273895264,0.3104180097579956
144,1668902808347,0.663329005241394,0.31515300273895264,0.3104180097579956
145,1668902808365,0.663329005241394,0.31515300273895264,0.3104180097579956
146,1668902808387,0.662542998790741,0.31335699558258057,0.31306999921798706
147,1668902808412,0.6556980013847351,0.3068859875202179,0.3141619861125946
148,1668902808429,0.6523609757423401,0.30905500054359436,0.31291601061820984
149,1668902808444,0.6498690247535706,0.31232601404190063,0.3134729862213135
150,1668902808456,0.6487910151481628,0.31393998861312866,0.312828004360199
151,1668902808468,0.6479780077934265,0.31449198722839355,0.31220099329948425
152,1668902808467,0.6479780077934265,0.31449198722839355,0.31220099329948425
153,1668902808497,0.6449549794197083,0.3138290047645569,0.31010499596595764
154,1668902808507,0.6437889933586121,0.3132399916648865,0.30984899401664734
155,1668902808519,0.6425409913063049,0.3120810091495514,0.3099150061607361
156,1668902808528,0.6411939859390259,0.3106760084629059,0.31008100509643555
157,1668902808538,0.6397690176963806,0.30951300263404846,0.3100630044937134
158,1668902808590,0.6283559799194336,0.29939699172973633,0.3256469964981079
159,1668902808619,0.6172720193862915,0.28790798783302307,0.3415380120277405
160,1668902808625,0.6137030124664307,0.2843030095100403,0.3450700044631958
161,1668902808651,0.6137030124664307,0.2843030095100403,0.3450700044631958
162,1668902808694,0.6096799969673157,0.2805800139904022,0.34810400009155273
163,1668902808842,0.5899789929389954,0.2556450068950653,0.35186201333999634
164,1668902808854,0.5899789929389954,0.2556450068950653,0.35186201333999634
165,1668902808857,0.591077983379364,0.2583650052547455,0.3477169871330261
166,1668902808875,0.5965549945831299,0.2616269886493683,0.33449700474739075
167,1668902808887,0.5965549945831299,0.2616269886493683,0.33449700474739075
